lemma,noun_count,verb_count,majority_tag,total_count,minority_count,minority_ratio,is_flexible,nv_cosine_similarity,n_variation,v_variation
חלק,12519,1101,NOUN,13620,1101,0.08083700440528635,True,0.6926009654998779,10.006915092468262,11.424834251403809
כלל,5028,6559,VERB,11587,5028,0.4339345818589799,True,0.6967112421989441,7.6610636711120605,9.731356620788574
היה,1855,9607,VERB,11462,1855,0.16183912057232594,True,0.9797806143760681,8.551594734191895,9.319598197937012
חיים,9034,1692,NOUN,10726,1692,0.1577475293678911,True,0.7752255201339722,7.775343894958496,10.178375244140625
ראה,775,9433,VERB,10208,775,0.07592084639498432,True,0.7375187873840332,9.105956077575684,11.148913383483887
עבר,3052,6113,VERB,9165,3052,0.33300600109110745,True,0.8199863433837891,7.759848594665527,10.161192893981934
יישוב,5563,3414,NOUN,8977,3414,0.3803052244625153,True,0.663651704788208,10.516863822937012,9.175409317016602
רב,5936,2811,NOUN,8747,2811,0.3213673259403224,True,0.5584501028060913,8.763114929199219,9.187816619873047
כתב,4153,4534,VERB,8687,4153,0.4780706803269253,True,0.8555905818939209,8.804239273071289,10.58395004272461
פועל,3999,4104,VERB,8103,3999,0.49352091817845245,True,0.8957101106643677,7.72503137588501,9.86436939239502
עלה,2290,5487,VERB,7777,2290,0.29445801723029447,True,0.7891117334365845,10.70712661743164,10.877692222595215
טען,2585,4277,VERB,6862,2585,0.3767123287671233,True,0.8718569278717041,8.9315767288208,9.877285957336426
גרם,2415,4435,VERB,6850,2415,0.35255474452554747,True,0.8423902988433838,9.11928939819336,10.502227783203125
נתן,1431,5250,VERB,6681,1431,0.2141894925909295,True,0.8201125264167786,8.747448921203613,11.587313652038574
יצא,792,5850,VERB,6642,792,0.11924119241192412,True,0.7347290515899658,8.912219047546387,10.424881935119629
וה,2242,4025,VERB,6267,2242,0.35774692835487476,True,0.9870595932006836,8.152185440063477,7.634875774383545
משחק,4829,1318,NOUN,6147,1318,0.21441353505775174,True,0.8317999839782715,8.097675323486328,9.06464958190918
נושא,3842,2247,NOUN,6089,2247,0.3690261126621777,True,0.6320028305053711,7.222491264343262,11.518451690673828
עמד,1927,4150,VERB,6077,1927,0.31709725193351984,True,0.7714472413063049,8.145357131958008,11.032792091369629
קשר,4194,1843,NOUN,6037,1843,0.3052840814974325,True,0.6000111103057861,7.838256359100342,9.131189346313477
ידע,1189,4189,VERB,5378,1189,0.22108590554109334,True,0.8127644062042236,9.115036964416504,11.072144508361816
עובד,3732,1467,NOUN,5199,1467,0.28216964800923255,True,0.7555677890777588,8.244741439819336,8.893336296081543
עסק,1611,3541,VERB,5152,1611,0.312694099378882,True,0.7605075836181641,8.589613914489746,10.69555950164795
מספר,3123,1805,NOUN,4928,1805,0.36627435064935066,True,0.8042041063308716,8.58595085144043,11.542878150939941
ערך,3037,1782,NOUN,4819,1782,0.36978626271010584,True,0.8780520558357239,9.919855117797852,11.185287475585938
ביצע,2256,2374,VERB,4630,2256,0.4872570194384449,True,0.6510854959487915,7.4774394035339355,10.729907035827637
